Event Name,Start Date & Time,End Date & Time,Address,Phone,Email,Image
Camden Parlor Talk: History of Roots and Ethnic  Music in South Carolina,"08/08/2024 - 1, EDT","08/08/2024 - 3pm, EDT","212 Broad Street Camden, SC 29020 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3e55df08e66466de1883ae683e8aa871.png
Single's Speed Bocce Mixer at Italian American Club with Meet Me IRL Cle,"07/19/2024 - 6:30, EDT","07/19/2024 - 9:30pm, EDT","29717 Euclid Avenue Wickliffe, OH 44092 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ad5aa29656bb332604c5d3a5a18b4ece.png
West African Guinean Dance [Beg Level],"07/07/2024 - 12, EDT","07/07/2024 - 1:30pm, EDT","1368 Fulton Street Brooklyn, NY 11216 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/973926d602d85097d9d875213d93fa7c.png
"All American Beer Festival 2024 (Washington, DC)",,,"1880 2nd Street Southwest Washington, DC 20024 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2b65eeecc5983cbd3d314b4031e6d324.png
African Village EXPO in the Park Event (Free to the Public:10am - 4pm),"09/14/2024 - 10am, CDT","09/14/2024 - 10pm, CDT","6301 Shingle Creek Parkway Brooklyn Center, MN 55430 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a9c2d215d1fe4f4ee8b929287e7229dd.png
"Fuzion Friday Carnival Edition  - Reggae, Soca, Afrobeat & HipHop","07/05/2024 - 9pm, CDT","07/06/2024 - 2am, CDT","2303 Smith Street #300 Houston, TX 77006 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c7f77d85b5c7a6a9e8b4cb6b0fec6013.png
Motown DC and Gen Z,"07/06/2024 - 2, EDT","07/06/2024 - 4pm, EDT","1231 Good Hope Road Southeast Washington, DC 20020 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/595897f446710486a8ed0b170c2ade4f.png
Best Practices for Hiring New Americans,"08/20/2024 - 8, EDT","08/20/2024 - 9:30am, EDT","100 South Fountain Avenue Springfield, OH 45502 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c5ff20e391aa0615beae33e01742ce5d.png
American Kestrel - CARRI Summer Speaker Series,"07/17/2024 - 7, MDT","07/17/2024 - 8pm, MDT","255 Park Lane Estes Park, CO 80517 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3d1290e4f2604a2d4b587da46dc12068.png
"Poetry Book Club  ""Citizen: An American Lyric"" by Claudia Rankine","07/10/2024 - 2, EDT","07/10/2024 - 3pm, EDT","117 S. Pineapple Ave. Sarasota, FL 34236 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c20fa3b2f456db740bcd44d77ca1174d.png
SIGNS OF LIFE: THE AMERICAN PINK FLOYD,"09/14/2024 - 7, EDT","09/14/2024 - 11pm, EDT","116 Dayton Street Hamilton, OH 45011 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/760dad9bfe05c709768e61549ee77afb.png
International Afro Women Day/ Afro Mujeres Fest 2024: Queen Califia Lives!,"07/28/2024 - 12, PDT","07/28/2024 - 5pm, PDT","KAOS Network 4343 Leimert Boulevard Los Angeles, CA 90008 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/e42bb2f5aa9ecbba8e88895f8d4eeff4.png
Chicago Urban Book Expo,"09/29/2024 - 2, CDT","09/29/2024 - 6pm, CDT","Hilton Chicago/Oak Lawn 9333 South Cicero Avenue Oak Lawn, IL 60453 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/f1ec7530cab0f0c345fdf5b2fba8de93.png
Opera Magica Summer Camp -Theme: TURANDOT - Session 3 Italian American Club,"08/05/2024 - 9am, PDT","08/09/2024 - 3pm, PDT","Italian American Club 1903 South Cabrillo Avenue Los Angeles, CA 90731 United States Show map",,youngoperatheater@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/1b1a8cc99689061685620c3ec327d9db.png
Jerod House Inc Stop the Violence 5k walk/Run,"07/13/2024 - 6:30, CDT","07/13/2024 - 9:30am, CDT","American Way Park 2800 Goodlett Rd Memphis, TN 38118 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/d335fa3681a8f2175359cd41da0a90ac.png
7-15-2024  African Violets,"07/15/2024 - 2, EDT","07/15/2024 - 3pm, EDT","Centennial Park Branch Library 5740 Moog Road Holiday, FL 34690 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/9c24842a1fd046a6a4a981da224c5d89.png
The 14th Annual African Festival of Boston,"08/17/2024 - 9am, EDT","08/18/2024 - 7:30pm, EDT","139 Tremont St 139 Tremont Street Boston, MA 02108 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/5557237690bb82706f035780829c36d0.png
Aisha M. Beliso-De Jesús presents Excited Delirium with Michael L. Walker,"09/05/2024 - 7pm, CDT",,"Magers & Quinn Booksellers 3038 Hennepin Avenue Minneapolis, MN 55408 United States Show map",612-822-4611,,https://storage.googleapis.com/boroom.appspot.com/events/373327eb92f0255c2a66fb65223f94e3.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 9:30, PDT","07/09/2024 - 11am, PDT","Salem Virtual via Zoom Salem, OR 97301 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
Fishers American Legion Indy Honor Flight Euchre Tournament,"07/20/2024 - 2:59, EDT","07/20/2024 - 7pm, EDT","Fishers American Legion, Post 470 9091 East 126th Street Fishers, IN 46038 United States Show map",,,
Free Museum Day July,"07/21/2024 - 10am, CDT","07/21/2024 - 5pm, CDT","American Writers Museum 180 N. Michigan Avenue, 2nd Floor Chicago, IL 60601 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/4fd37816abbaa335ee09a127c6a4559f.png
American Sunset Painting Class at Van Duzer Vineyard,"07/11/2024 - 6, PDT","07/11/2024 - 8pm, PDT","Van Duzer Vineyards 11975 Smithfield Road Dallas, OR 97338 United States Show map",,we.make.art.or@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/6ab4394ef5f13259959bb20e609830e5.png
"$500,000 CSI5* American Gold Cup Grand Prix","09/22/2024 - 2pm, EDT",,"FLINTFIELDS HORSE PARK 6535 Bates Road Williamsburg, MI 49690 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/bb3c342b05084f834eaf04d68edf9a08.png
New Jersey African Restaurant Week Festival 2024,"08/18/2024 - 12, EDT","08/18/2024 - 7pm, EDT","07102 07102 Newark, NJ 07102 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/c9d4af3a6c38735881230d97267aa832.png
Tour of REVEAL: Recent Acquisitions 2020-2023,"07/17/2024 - 12, PDT","07/17/2024 - 1pm, PDT","American Museum of Ceramic Art / AMOCA 399 North Garey Avenue Pomona, CA 91767 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/febec0afa61e7a10ec767edea09e63bb.png
Notes From The Woodshed: Materiality and Technique,"08/07/2024 - 11am, CDT","08/07/2024 - 2pm, CDT","Hyde Park Art Center 5020 South Cornell Avenue Chicago, IL 60615 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/8de28a3f52f856d60bdaf67183f0d0eb.png
2024 TASTE OF AFRICA: Diving Deep Into Culture,"07/20/2024 - 12, CDT","07/20/2024 - 6pm, CDT","Killeen Civic & Conference Center 3601 South W S Young Drive Killeen, TX 76542 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/5290cdc404b58708658c30d8a23c1f50.png
Late Shift: 'American Symphony' Film Screening,"08/01/2024 - 6, EDT","08/01/2024 - 8:30pm, EDT","ArtYard 13 Front Street Frenchtown, NJ 08825 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/c254ff8e545d244ac46f45c3a0e04a1b.png
Get Lit: Grown-Up Book Fair,"07/09/2024 - 5:30, CDT","07/09/2024 - 7:30pm, CDT","American Writers Museum 180 N. Michigan Avenue, 2nd Floor Chicago, IL 60601 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/638af88c5f5b3a835a18b2e393fb5809.png
Battle on the Bay,"09/22/2024 - 12, CDT","09/22/2024 - 6pm, CDT","American Bank Center 1901 N. Shoreline Blvd Corpus Christi, TX 78401 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/5ebba4263e10148222a6d7c419747007.png
Free Gentle African-Caribbean Movement Classes with Karma Smart,"07/09/2024 - 11am, PDT","07/09/2024 - 12pm, PDT","West Berkeley Family Wellness Center, Sixth Street, Berkeley, CA, USA 1900 Sixth Street Berkeley, CA 94710 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/b50a39721e2b5cd75ed8f6174b86845c.png
New Orleans African Restaurant,"12/31/2024 - 10am, CST","12/31/2024 - 12pm, CST","2306 Cres Hollow Ct 2306 Crescent Hollow Court Spring, TX 77388 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/9f780b508ba6b12e2a7d5345f5c83026.png
Ashton Gibbs (Pitt All-American) 14-16 Year Old Basketball Clinic Powered by HUPR App,"07/09/2024 - 2:30, EDT","07/09/2024 - 6pm, EDT","Manny Cantor Center 197 East Broadway New York, NY 10002 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/b44caf9fc2d7127f15119ae5dff9d12c.png
"Red, Wine & Blue: An American Wine Tasting","07/05/2024 - 7, EDT","07/05/2024 - 9pm, EDT","USVI Wine Company 167 Union Street South Concord, NC 28025 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/2bdfe4e07570045c9902cd20fe45283e.png
Ezibu Muntu's Saturday West African Dance Class,"07/27/2024 - 11:30am, EDT","07/27/2024 - 1pm, EDT","Dominion Energy Center 600 E Grace Street Richmond, VA 23219 United States Show map",,info@ezibumuntu.org,https://storage.googleapis.com/boroom.appspot.com/events/f48c0be5f44dd410b83c91876ff41834.png
NATIVE AMERICAN FLUTE CLASS,"07/11/2024 - 1, CDT","07/11/2024 - 2:30pm, CDT","First Art Gallery of Olathe 12755 South Mur-Len Road #b12 Olathe, KS 66062 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/716c740f7ecf75c32b4185ce74342913.png
“The American Rock and Roll Experience”,,,"The Hook and Ladder Theater 3010 Minnehaha Ave Minneapolis, MN 55406 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/4400ddb78671259cc52170fdf769f3ea.png
Season 8 American Idol Winner Kris Allen,"09/27/2024 - 7, EDT","09/27/2024 - 9pm, EDT","166 W Doyle St 166 West Doyle Street Toccoa, GA 30577 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/15e0e644ce8f4c57fc322a181abeedb7.png
Celebrate Filipino American History Month with Us!,"10/05/2024 - 4, PDT","10/05/2024 - 9pm, PDT","The Green Room 401 Van Ness Avenue San Francisco, CA 94102 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/30650ca90010a8b5d803b52ea84ab2d9.png
"R&B Therapy: ""Soul Music""Edition","07/12/2024 - 7, EDT","07/12/2024 - 11pm, EDT","American Legion 229 Lake Ella Drive Tallahassee, FL 32303 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/12e4fb84dbb16854ad87cfccce7a9415.png
Minnetonka H.S. Class of 1994 30 Year Reunion,"07/27/2024 - 4, CDT","07/27/2024 - 7pm, CDT","MontegoBlu - Tropical American Kitchen 304 Water Street Excelsior, MN 55331 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/b67293f05113f5104c9e955a594c4328.png
Live at the Archway: Brasil Summerfest | Noah Lyon,"07/11/2024 - 5, EDT","07/11/2024 - 7:30pm, EDT","DUMBO Archway 155 Water Street Brooklyn, NY 11201 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/cbc1af13b5ca8e01019a29fb6af62020.png
Simple Wishes **PAINT AND SIP**,"07/11/2024 - 6, PDT","07/11/2024 - 8pm, PDT","Buck's American Cafe 2901 Hewitt Avenue Everett, WA 98201 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/7eec961a6de5d810827009ec2ae511e2.png
Santa's Summer Smoke- Albany County Sheriff's Benevolence Fund,"07/27/2024 - 4, EDT","07/27/2024 - 8pm, EDT","The Italian American Community Center 257 Washington Avenue Extension Albany, NY 12205 United States Show map",,ACSObenevolencefund@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/e531fd6ebdde06ecc2efe34a38076386.png
Strange Americans Thanksgiving,,,"Swallow Hill Music - Tuft Theatre 71 East Yale Ave Denver, CO 80210 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/faab127b26cbc4eb3434f15ccc48433a.png
"Business Development Training, Metro","07/20/2024 - 9:30am, CDT","07/20/2024 - 4:30pm, CDT","African Development Center 1931 South 5th Street Minneapolis, MN 55454 United States Show map",,Dntegeye@adcminnesota.org,https://storage.googleapis.com/boroom.appspot.com/events/7c64b9efc4b937e468170cb1d10281ac.png
"Race, Human Bodies, and the Spirit of the Law with Patricia J. Williams","07/18/2024 - 5:30, EDT","07/18/2024 - 7pm, EDT","Frugal Bookstore 57 Warren Street Roxbury, MA 02119 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/cca4d811d58ade510c434e08f24f2fd5.png
American Aquarium - The Fear of Standing Still Tour,,,"Cactus Theater 1812 Buddy Holly Ave Lubbock, TX 79401 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/cb4bb3964c47efb57654fb1c42a4dbc2.png
American-style Wagyu cheesesteak tasting event,"09/26/2024 - 10am, EDT","09/26/2024 - 12pm, EDT","7947 Oxford Ave 7947 Oxford Avenue Philadelphia, PA 19111 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/f984b266b441f1d983bcc707fbc5be33.png
Rampart Readers-African Landing Day,"08/03/2024 - 10, EDT","08/03/2024 - 11am, EDT","Fort Monroe Visitor & Education Center 30 Ingalls Road Hampton, VA 23651 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/4eba065c75d3bae6879eb6cc4dcf6484.png
St Louis African Restaurant Week 2024,"08/10/2024 - 12pm, CDT","08/20/2024 - 10pm, CDT","St Louis St Louis St Louis, MO 63101 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/ccbab70f05cce269391c7edd4ffd83ce.png
Old School R&B Night at The Palace - 3rd Saturdays,"07/20/2024 - 7pm, PDT","07/21/2024 - 12am, PDT","Palace - An African International Restaurant 2645 El Camino Avenue #Ste A Sacramento, CA 95821 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/381db28f976ddd7c4a1fed0ef750e0c0.png
AFROXFEST,"07/27/2024 - 11am, EDT","07/28/2024 - 9pm, EDT","Historic Fourth Ward Park 680 Dallas Street Northeast Atlanta, GA 30308 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/a26b3615073ea48c77a15d7514818340.png
"Girls Night Out at Great American Campgrounds Dive Bar (Gravois Mills, MO)","08/03/2024 - 8, CDT","08/03/2024 - 10:30pm, CDT","Great American Campground & Dive Bar 32107 Missouri 135 Gravois Mills, MO 65037 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/bccb45857ec42a21f10513bf06d702e6.png
We Dey Party @ LowBrau,"07/07/2024 - 5, PDT","07/07/2024 - 10pm, PDT","LowBrau 1050 20th Street Sacramento, CA 95811 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/cc7737c00c13a31e4933b303557f1a27.png
Pan African Poetry Open Mic Night (Every 2nd Wednesday),"08/07/2024 - 7, CDT","08/07/2024 - 10pm, CDT","Pan-African Connection Bookstore Art Gallery and Resource Center 4466 South Marsalis Avenue Dallas, TX 75216 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/c68d7560110652d65662e7edfbfb793c.png
African Heritage Festival  - Anne Arundel County,"08/24/2024 - 12, EDT","08/24/2024 - 6pm, EDT","Laurel Park 198 Laurel Race Track Road Laurel, MD 20725 United States Show map",564-0630,,https://storage.googleapis.com/boroom.appspot.com/events/68198492c2bcc63e91a0ea545859d6f4.png
"American Ballet Theatre - SWAN LAKE - Row S, Seat 116 & 117","07/06/2024 - 7:30, EDT","07/06/2024 - 10:30pm, EDT","Metropolitan Opera House 30 Lincoln Center Plaza New York, NY 10023 United States Show map",,,
Ohio African Restaurant Week 2024,"08/17/2024 - 12pm, EDT","08/28/2024 - 10pm, EDT","Ohio Ohio Ohio, OH 43004 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/ccbab70f05cce269391c7edd4ffd83ce.png
A Black Ass Brunch,"07/13/2024 - 12, EDT","07/13/2024 - 4pm, EDT","American Underground 201 West Main Street Durham, NC 27701 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/778c6d33f45857c45293e43406609ee7.png
"American Red Cross First Aid, CPR & AED Instructor Certification","07/26/2024 - 10am, CDT","07/26/2024 - 4pm, CDT","Help-A-Heart CPR, LLC-Homewood Suites 10925 Stonelake Blvd Austin, TX 78759 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/ef1b89ca7b74f10364e0c59923d75fa3.png
31st African/Caribbean Int'l Fest of Life (IFOL)/42nd Chicago Music Awards,"07/04/2024 - 12pm, CDT","07/07/2024 - 3pm, CDT","Washington Park- DuSable Sunken Garden, East 55th Street & South Cottage Grove Avenue, Chicago, IL. 60637 5500 South Cottage Grove Chicago, IL 60637 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/b967a7f6842ba2806ffbeaecc1fe8e07.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 12:30, EDT","07/09/2024 - 2pm, EDT","Loganville Virtual via Zoom Loganville, GA 30052 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 12:30, EDT","07/09/2024 - 2pm, EDT","Decatur Virtual via Zoom Decatur, GA 30030 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 11:30am, CDT","07/09/2024 - 12:30pm, CDT","Rockford Virtual via Zoom Rockford, IL 61016 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 9:30, MST","07/09/2024 - 10:30am, MST","Phoenix Virtual via Zoom Phoenix, AZ 85011 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 12:30, EDT","07/09/2024 - 1:30pm, EDT","Brooklyn Virtual via Zoom Brooklyn, NY 11218 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 11:30am, CDT","07/09/2024 - 12:30pm, CDT","Joliet Virtual via Zoom Joliet, IL 60403 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 11:30am, CDT","07/09/2024 - 12:30pm, CDT","Naperville Virtual via Zoom Naperville, IL 60440 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 11:30am, PDT","07/09/2024 - 1pm, PDT","Eugene Virtual via Zoom Eugene, OR 97401 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 12:30, EDT","07/09/2024 - 1:30am, EDT","New York City Virtual via Zoom New York City, NY 10002 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 9:30, PDT","07/09/2024 - 11pm, PDT","Vancouver Virtual via Zoom Vancouver, WA 98660 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 9:30, MDT","07/09/2024 - 11am, MDT","Salt Lake City Virtual via Zoom Salt Lake City, UT 84104 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 9:30, PDT","07/09/2024 - 10:30pm, PDT","Los Angeles Virtual via Zoom Los Angeles, CA 90011 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 11:30am, CDT","07/09/2024 - 12:30pm, CDT","Chicago Virtual via Zoom Chicago, IL 60007 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 12:30, EDT","07/09/2024 - 1:30pm, EDT","Bronx Virtual via Zoom Bronx, NY 10466 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 11:30am, CDT","07/09/2024 - 12:30pm, CDT","Little Rock Virtual via Zoom Little Rock, IL 72002 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 12:30, EDT","07/09/2024 - 1:30pm, EDT","Forest Hills Virtual via Zoom Forest Hills, NY 11375 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/82187f3172a33cd349e318de1481d48e.png
"God Is My Boss: Sales, Speaking & Business Strategies for Women of Faith","07/09/2024 - 12:30, EDT","07/09/2024 - 2pm, EDT","Augusta Virtual via Zoom Augusta, GA 30814 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
"God Is My Boss: Sales, Speaking & Business Strategies for Women of Faith","07/09/2024 - 9:30, MDT","07/09/2024 - 11am, MDT","El Paso Virtual via Zoom El Paso, TX 79935 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
"God Is My Boss: Sales, Speaking & Business Strategies for Women of Faith","07/09/2024 - 9:30, PDT","07/09/2024 - 11am, PDT","Seattle Virtual via Zoom Seattle, WA 98101 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
"God Is My Boss: Sales, Speaking & Business Strategies for Women of Faith","07/09/2024 - 12:30, EDT","07/09/2024 - 2pm, EDT","Atlanta Virtual via Zoom Atlanta, GA 30031 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
God Is My Boss: Launching  a profitable business as a Woman of Faith,"07/09/2024 - 12:30, EDT","07/09/2024 - 1:30pm, EDT","Augusta Virtual via Zoom Augusta, GA 30814 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
"God Is My Boss: Sales, Speaking & Business Strategies for Women of Faith","07/09/2024 - 9:30, PDT","07/09/2024 - 11am, PDT","North Las Vegas Virtual via Zoom North Las Vegas, NV 89030 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/266b22050ab2e5f17c64eaa6c7298b70.png
"God Is My Boss: Sales, Speaking & Business Strategies for Women of Faith","07/09/2024 - 9:30, PDT","07/09/2024 - 11am, PDT","Tacoma Virtual via Zoom Tacoma, WA 98402 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/400d7784dc8305819a0ccbea79ed7187.png
SBJ - The Baobab 6th Annual Summer Dance Intensive,"07/12/2024 - 5pm, EDT","07/14/2024 - 9pm, EDT","City Dance & Music 524 Plasters Avenue Northeast Atlanta, GA 30324 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/c51357a18b35623c986cf949b38a1aa9.png
"Shades of HUNKS at American Legion Post 73 (Picayune, MS) 8/18/24","08/18/2024 - 8, CDT","08/18/2024 - 10pm, CDT","American Legion Post 73 2500 Union School Road Picayune, MS 39466 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/a89c8ec10db824c16c8b85841ea944c1.png
Atlanta African Restaurant Week Festival 2024,"10/26/2024 - 12, EDT","10/26/2024 - 7pm, EDT","Created Noble 381 Edgewood Ave SE Atlanta, GA 30312 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/ff7a828af6b5cac9c1a8493f54ba80df.png
Afrobeats X Trap: Happy 4th,"07/05/2024 - 10pm, EDT","07/06/2024 - 4am, EDT","Dream 440 E Lafayette Blvd. Detroit, MI 48226 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/83e167af27241956b41dcf1dcc7bb39b.png
“Greek American Woman of Distinction” Award Gala,"10/22/2024 - 7, EDT","10/22/2024 - 9pm, EDT","3 West Club 3 West 51st Street (between 5th and 6th Avenue New York, NY 10019 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/6d8595cca731f313fad8afae6a40a494.png
West Marin Fiddle Camp 2024 Concert,,,"Natura Institute for Ecology and Medicine at Commonweal Garden 480 Mesa Road Bolinas, CA 94924 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/d490a607f38ff7f40178e53301a0524d.png
2024 Torch Fellows Reading,"07/25/2024 - 7pm, CDT",,"George Washington Carver Museum 1165 Angelina Street Austin, TX 78702 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/01c53caf478536eb3a57cc3d6029b50a.png
African Networking and Growth Mindset Mixer - Atlanta,"07/26/2024 - 7, EDT","07/26/2024 - 9pm, EDT","To Be Announced Atlanta Atlanta, GA United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/aa9ae0a9c4859311e671fce76a9de46f.png
The 46th Annual Nanticoke Indian Powwow - Native American Culture,"09/07/2024 - 10am, EDT","09/08/2024 - 7pm, EDT","Hudson Fields 30045 Eagle Crest Road Milton, DE 19968 United States Show map",,Info@nanticokeindians.org,https://storage.googleapis.com/boroom.appspot.com/events/39e17b0589a33512594541738b9b9d1e.png
Hidden in Plain View: The Secret Story of Quilts & the Underground Railroad,"07/12/2024 - 10, PDT","07/12/2024 - 11:30am, PDT","California State University, Sacramento 6000 J Street Sacramento, CA 95819 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/c0f63f3d8d7b6ae7d95c3fcdace134bf.png
Embracing Every Hue,"07/13/2024 - 11am, PDT","07/13/2024 - 1pm, PDT","Obama Room African Market Place Sacramento, CA 95822 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/2fe336294641ac41e8bd5cee4db88698.png
African Fashions and Fabrics Pop UP Shop,"07/06/2024 - 10am, EDT","07/06/2024 - 5pm, EDT","Courtyard Detroit Southfield 27027 Northwestern Highway Southfield, MI 48033 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/856a81102e397d23bc62d3cb4fd3650d.png
Community Blood Pressure Screening,"07/08/2024 - 10am, EDT","07/08/2024 - 1pm, EDT","Senior Action 3715 East North Street #Suite K Greenville, SC 29615 United States Show map",,,https://storage.googleapis.com/boroom.appspot.com/events/e72cb7e4e04061f48d40928f601dc07a.png
